Title,paper_ID,Authors & year,Language,Duplicates,,doi
Cognitions and behavior in asymmetric social dilemmas: A comparison of two cultures,ENG02514,Waddell & Peng (2014),ENG,,,10.1037/0021-9010.87.1.87
Egocentric interpretations of fairness in asymmetric environmental social dilemmas: Explaining harvesting behavior and the role of communication,ENG02515,Waddell & Peng (2014),ENG,,,10.1006/obhd.1996.0068
Studies of Individualism-Collectivism: Effects on Cooperation in Groups,ENG02516,Wagner (1995),ENG,,,10.5465/256731
"Effects of game structure, range of pay-off and strategy of the other on cooperation in mixed-motive games",ENG02517,Wahba (1971a),ENG,,,10.2466/pr0.1971.28.3.683
The Effect of Some Dimensions of Social Power on Cooperation in Mixed-Motive Games,ENG02518,Wahba (1971b),ENG,,,10.1016/0030-5073(71)90015-8
The Impact of Voting on Tax Payments,ENG02519,"Wahl, Muehlbacher & Kirchler (2010)",ENG,,,10.1111/j.1467-6435.2010.00464.x
"Payment procedure in a public good game experiment: The effects of endowment timing, tangibility, and source",ENG02520,Waichman & Voss (2016),ENG,,,10.1037/npe0000064
Understanding the influence of power and empathic perspective-taking on collaborative natural resource management,ENG02521,"Wald, Segal, Johnston, & Vinze (2017)",ENG,,,10.1016/j.jenvman.2017.05.030
College dating couples' use of conflict management during a prisoner's dilemma task: An exploratory study,ENG02522,Waldemayer (2012),ENG,,,NA
Rewards and Sanctions and the Provision of Public Goods in One-Shot Settings,ENG02523,Walker & Halloran (2004),ENG,,,10.1023/B:EXEC.0000040559.08652.51
"Communication, group loyalty, and trust in the PD game",ENG02524,Wallace & Rothaus (1969),ENG,,,10.1177/002200276901300305
Interpersonal consequences of forgiveness: Does forgiveness deter or encourage repeat offenses?,ENG02525,"Wallace, Exline & Baumeister (2008)",ENG,,,10.1016/j.jesp.2007.02.012
Onymity promotes cooperation in social dilemma experiments,ENG02526,"Wang, Jusup, Wang, Shi, Iwasa, Moreno, & Kurths (2017)",ENG,,,10.1126/sciadv.1601444
Dependency Links Can Hinder the Evolution of Cooperation in the Prisoner's Dilemma Game on Lattices and Networks,ENG02527,"Wang, Nie & Wang (2015)",ENG,,,10.1371/journal.pone.0121508
Psychophysiological correlates of interpersonal cooperation and aggression,ENG02528,"Wang, Roberts, Yuan, Shen, & Simons (2013)",ENG,,,10.1016/j.biopsycho.2013.04.008
Cooperation and assortativity with dynamic partner updating,ENG02529,"Wang, Suri & Watts (2012)",ENG,,,10.1073/pnas.1120867109
Extortion can outperform generosity in the iterated prisoner's dilemma,ENG02530,"Wang, Zhou, Lien, Zheng, & Xu (2016)",ENG,,,10.1038/ncomms11125
Testing the waters: Taking risks to gain reassurance in public goods games,ENG02531,Ward (1989),ENG,,,10.1177/0022002789033002005
Ethnic dominance damages cooperation more than ethnic diversity: results from multi-ethnic field experiments in India,ENG02532,Waring & Bell (2013),ENG,,,10.1016/j.evolhumbehav.2013.07.003
Vested Interests in the Decision to Resolve Social Dilemma Conflicts,ENG02533,Webb & Foddy (2004),ENG,,,10.1177/1046496404266546
Suckers or Saviors? Consistent Contributors in Social Dilemmas,ENG02534,Weber & Murnighan (2008),ENG,,,10.1037/a0012454
Dispositional free riders do not free ride on punishment,ENG02535,"Weber, Weisel, & Gächter (2018)",ENG,,,10.1038/s41467-018-04775-8
Human cooperation in the simultaneous and the alternating Prisoner's Dilemma: Pavlov versus Generous Tit-for-Tat,ENG02536,Wedekind & Milinski (1996),ENG,,,10.1073/pnas.93.7.2686
Cost Sharing in a Volunteer's Dilemma,ENG02537,Weesie & Franzen (1998),ENG,,,10.1177/0022002798042005004
Individual behaviour in a free riding experiment,ENG02538,Weimann (1994),ENG,,,10.1016/0047-2727(94)90059-0
An explanation of (first-round) contributions in public-good experiments,ENG02539,"Weimann, Brosig-Koch, Heinrich, Hennig-Schmidt, Keser & Stahr (2015)",ENG,,,NA
"""Ingroup love"" and ""outgroup hate"" in intergroup conflict between natural groups",ENG02540,Weisel & Böhm (2015),ENG,,,10.1016/j.jesp.2015.04.008
Social motives in intergroup conflict: Group identity and perceived target of threat,ENG02541,Weisel & Zultan (2016),ENG,,,10.1016/j.euroecorev.2016.01.004
"Cooperation in teams: The role of identity, punishment, and endowment distribution",ENG02542,Weng & Carlsson (2015),ENG,,,10.1016/j.jpubeco.2015.03.007
Cooperation and the Scale of Competition in Humans,ENG02543,"West, Gardner, Shuker, Reynolds, Chellow, Sykes, Guinnee, & Griffin (2006)",ENG,,,10.1016/j.cub.2006.03.069
Culture modifies the operation of prime-to-behavior effects,ENG02544,"Wheeler, Smeesters, & Kay (2011)",ENG,,,10.1016/j.jesp.2011.02.018
Testing an economic approach to resource dilemmas,ENG02545,White (1994),ENG,,,10.1006/obhd.1994.1045
Public Goods in the Field: Katrina Evacuees in Houston,ENG02546,Whitt & Wilson (2007),ENG,,,10.2307/20111973
Effects of isolation and communication on cooperation in a two-person game,ENG02547,Wichman (1970),ENG,,,10.1037/h0029845
Interpersonal Conflict and Cooperation in Psychopaths,ENG02548,Widom (1976),ENG,,,10.1037//0021-843x.85.3.330
Interindividual-intergroup discontinuity as a joint function of acting as a group and interacting with a group,ENG02549,"Wildschut, Insko & Pinter (2007)",ENG,,,10.1002/ejsp.374
Intragroup Social Influence and Intergroup Competition,ENG02550,"Wildschut, Insko, & Gaertner (2002)",ENG,,,10.1037//0022-3514.82.6.975
Toward a Reconciliation of Diverging Perspectives on Interindividual-Intergroup Discontinuity: The Role of Procedural Interdependence,ENG02551,"Wildschut, Lodewijkx, & Insko (2001)",ENG,,,10.1006/jesp.2000.1452
Beyond the Group Mind: A Quantitative Review of the Interindividual – Intergroup Discontinuity Effect,ENG02552,"Wildschut, Pinter, Vevea, Insko, & Schopler (2003)",ENG,,,10.1037/0033-2909.129.5.698
Sex differences in cooperation and competition,ENG02553,"Wiley, M. G. (1968)",ENG,,,NA
Sex roles in games,ENG02554,Wiley (1973),ENG,,,10.2307/2786248
Reciprocity: Choice shift in a social trap,ENG02555,Wilke & Braspenning (1989),ENG,,,10.1002/ejsp.2420190406
Standards of justice and quality of power in a social dilemma situation,ENG02556,"Wilke, de Boer, & Liebrand (1986)",ENG,,,10.1111/j.2044-8309.1986.tb00702.x
Equity and individual preferences in a MDG,ENG02557,"Wilke, Liebrand, Lotgerink, & Buurma (1986)",ENG,,,10.1002/ejsp.2420160203
The absence of cooperation is not necessarily defection: Structural and motivational constraints of knowledge transfer in a social dilemma situation,ENG02558,"Wilkesmann, Wilkesmann, & Virgillito (2009)",ENG,,,10.1177/0170840609344385
Explicit person memories constrain the indirect reciprocation of prosocial acts,ENG02559,Wilkowski & Chai (2012),ENG,,,10.1016/j.jesp.2012.04.005
Groups reward individual sacrifice: The status solution to the collective action problem,ENG02560,Willer (2009),ENG,,,10.1177/000312240907400102
Advertising and Political Expenditures in a Spatial Election Game: An Experimental Investigation,ENG02561,Williams (1991),ENG,,,10.1177/1046878191224001
Motivational correlates of strategy choices in the Prisoner's Dilemma game,ENG02562,"Williams, Steele, & Tedeschi (1969)",ENG,,,10.1080/00224545.1969.9922410
Framing and cooperation in public good games: an experiment with an interior solution,ENG02563,Willinger & Ziegelmeyer (1999),ENG,,,10.1016/S0165-1765(99)00177-9
A comparison of trust and reciprocity between France and Germany: Experimental investigation based on the investment game,ENG02564,"Willinger, Keser, Lohmann & Usunier (2003)",ENG,,,10.1016/S0167-4870(02)00165-4
Cooperation and the cooperativeness of the other player,ENG02565,Wilson (1969),ENG,,,10.1177/002200276901300108
Reciprocation and other techniques for inducing cooperation in the Prisoner's Dilemma game,ENG02566,Wilson (1971),ENG,,,10.1177/002200277101500205
Recency effects in face-to-face interaction,ENG02567,Wilson & Insko (1968),ENG,,,10.1037/h0025717
Intergroup attitudes and strategies in games between opponents of the same or of a different race,ENG02568,Wilson & Kayatani (1968),ENG,,,10.1037/h0025720
Selective intergroup bias in both authoritarians and non-authoritarians after playing a modified Prisoner's Dilemma game,ENG02569,Wilson & Robinson (1968),ENG,,,10.2466/pms.1968.27.3f.1051
"""Liar, Liar"": Cheap Talk and Reputation in Repeated Public Goods Settings",ENG02570,Wilson & Sell (1997),ENG,,,10.1177/0022002797041005005
Intergroup attitudes towards cooperative vs competitive opponents in a modified Prisoner's Dilemma game,ENG02571,Wilson & Wong (1968),ENG,,,10.2466/pms.1968.27.3f.1059
At-will relationships: How an option to walk away affects cooperation and efficiency,ENG02572,Wilson & Wu (2017),ENG,,,10.1016/j.geb.2017.02.007
"Projection, attraction, and strategy choices in intergroup competition",ENG02573,"Wilson, Chun, Kayatani (1965)",ENG,,,10.1037/h0022287
On the usefulness of memory skills in social interactions: Modifying the iterated prisoner's dilemma,ENG02574,"Winkler, Jonas & Rudolph (2008)",ENG,,,10.1177/0022002707312606
Fairness Norms Can Explain the Emergence of Specific Cooperation Norms in the Battle of the Prisoner's Dilemma,ENG02575,Winter (2014),ENG,,,10.1080/0022250X.2014.897948
"""Me versus just us versus us all"" categorization and cooperation in nested social dilemmas",ENG02576,Wit & Kerr (2002),ENG,,,10.1037/0022-3514.83.3.616
Subordinates' endorsement of an allocating leader in a commons dilemma: An equity theoretical approach,ENG02577,Wit & Wilke (1988) ,ENG,,,10.1016/0167-4870(88)90049-9
The effect of social categorization on cooperation in three types of social dilemmas,ENG02578,Wit & Wilke (1992),ENG,,,10.1016/0167-4870(92)90056-D
Public good provision under environmental and social uncertainty,ENG02579,Wit & Wilke (1998),ENG,,,10.1002/(SICI)1099-0992(199803/04)28:2<249::AID-EJSP868>3.0.CO;2-J
Public good provision under environmental social uncertainty,ENG02580,Wit & Wilke (1998),ENG,,,
Attribution of leadership in a resource management situation,ENG02581,"Wit, Wilke, & Van Dijk (1989)",ENG,,,10.1002/ejsp.2420190407
Behavioral processes in different minimal social situations,ENG02582,Wolf (1972),ENG,,,10.1177/104649647200300306
Reducing intergroup conflict through the consideration of future consequences,ENG02583,"Wolf, Cohen, Kirchner, Rea, Montoya & Insko (2009)",ENG,,,10.1002/ejsp.592
"Interindividual–Intergroup Discontinuity in the Domain of Correspondent Outcomes: The Roles of Relativistic Concern, Perceived Categorization, and the Doctrine of Mutual Assured Destruction",ENG02584,"Wolf, Insko, Kitchner & Wildschut (2008)",ENG,,,10.1037/0022-3514.94.3.479
What are the equilibria in public-good experiments?,ENG02585,Wolff (2017),ENG,,,10.1016/j.econlet.2016.11.015
Dynamic Influences of Culture on Cooperation in the Prisoner's Dilemma,ENG02586,Wong & Hong (2005),ENG,,,10.1111/j.0956-7976.2005.01552.x
The martyr's personality: an experimental investigation,ENG02587,"Wood, Pilisuk, & Uren (1973)",ENG,,,10.1037/h0033969
Effects of Tryptophan Depletion on the Performance of an Iterated Prisoner's Dilemma Game in Healthy Adults,ENG02588,"Wood, Riling, Sanefy, Bhagwagar, & Rogers (2006)",ENG,,,10.1038/sj.npp.1300932
Temptation and threat in non-zero-sum games,ENG02589,Worchel (1969),ENG,,,10.1177/002200276901300107
Personality and attitude correlates of trusting and trustworthiness in a two-person game,ENG02590,Wrightsman (1966),ENG,,,10.1037/h0023655
Gossip versus punishment: The efficiency of reputation to promote and maintain cooperation,ENG02591,"Wu, Balliet, & Van Lange (2016)",ENG,,,10.1038/srep23919
Life history strategy and human cooperation in economic games,ENG02592,"Wu, Balliet, Tybur, Arai, Van Lange, & Yamagishi (2017)",ENG,,,10.1016/j.evolhumbehav.2017.03.002
Cooperation is related to dispersal patterns in Sino-Tibetan populations,ENG02593,"Wu, Ji, He, Du, & Mace (2015)",ENG,,,10.1038/ncomms9693
The role of institutional incentives and the exemplar in promoting cooperation,ENG02594,"Wu, Li, Zhang, Cressman & Tao (2014)",ENG,,,10.1038/srep06421
The bad apple effect and social value orientation in public-goods dilemmas: Replication and extension of research findings,ENG02595,"Wu, Sun, Cai & Jin (2014)",ENG,,,10.2466/07.09.PR0.114k27w5
Costly punishment does not always increase cooperation,ENG02596,"Wu, Zhang, Zhao, He, Zheng, Cressman & Tao (2009)",ENG,,,10.1073/pnas.0905918106
When emotions of others affect decisions in public good dilemmas: An instrumental view,ENG02597,"Wubben, De Cremer & Van Dijk (2008)",ENG,,,10.1002/ejsp.531
When and how communicated guilt affects contributions in public good dilemmas,ENG02598,"Wubben, De Cremer & Van Dijk (2009)",ENG,,,10.1016/j.jesp.2008.07.015
How emotion communication guides reciprocity: Establishing cooperation through disappointment and anger,ENG02599,"Wubben, De Cremer, & van Dijk (2009)",ENG,,,10.1016/j.jesp.2009.04.010
Prediction of behavior in two-person games,ENG02600,Wyer (1969),ENG,,,10.1037/h0028279
Effects of outcome matrix and partner's behavior in two-person games,ENG02601,Wyer (1971),ENG,,,10.1016/0022-1031(71)90066-7
Punish in public,ENG02602,Xiao & Houser (2011),ENG,,,10.1016/j.jpubeco.2010.11.021
Punishment and cooperation in stochastic social dilemmas,ENG02603,Xiao & Kunreuther (2016),ENG,,,10.3386/w18458
Evolution of cooperation driven by the diversity of emotions,ENG02604,"Xie, Zhen, Wang & Wang (2015)",ENG,,,10.1080/09540091.2014.956290
"The Effect of Empathy on Cooperation, Forgiveness, and ""Returning Good for Evil"" in the Prisoner's Dilemma",ENG02605,"Xu, Kou & Zhong (2012)",ENG,,,10.1177/009102601204100510
The provision of a sanctioning system as a public good,ENG02606,Yamagishi (1986),ENG,,,10.1037/0022-3514.51.1.110
Seriousness of social dilemmas and the provision of a sanctioning system,ENG02607,Yamagishi (1988),ENG,,,10.2307/2786982
The provision of a sanctioning system in the United States and Japan,ENG02608,Yamagishi (1988),ENG,,,10.2307/2786924
Generalized Exchange and Social Dilemmas,ENG02609,Yamagishi & Cook (1993),ENG,,,10.2307/2786661
It takes venturing into a tiger's cave to steal a baby tiger: Experiments on the development of trust relationships,ENG02610,Yamagishi & Kakiuchi (2000),ENG,,,NA
The group as the container of generalized reciprocity,ENG02611,Yamagishi & Kiyonari (2000),ENG,,,10.2307/2695887
The group as a container of generalized reciprocity,ENG02612,Yamagishi & Kiyonary (2000),ENG,,,10.2307/2695887
Social exchange and solidarity: In-group love or out-group hate?,ENG02613,Yamagishi & Mifune (2009),ENG,,,10.1016/j.evolhumbehav.2009.02.004
Motivational Bases of the Public Goods Problem,ENG02614,Yamagishi & Sato (1986),ENG,,,10.1037//0022-3514.50.1.67
Rejection of unfair offers in the ultimatum game is no evidence of strong reciprocity,ENG02615,"Yamagishi, Horita, Mifune, Hashimoto, Li, Shinada, Miura, Inukai, Takagishi, & Simunovic (2012)",ENG,,,10.1073/pnas.1212126109
Separating trust from cooperation in a dynamic relationship: Prisoner's Dilemma with variable dependence,ENG02616,"Yamagishi, Kanazawa, Mashima, & Terai (2005)",ENG,,,10.1177/1043463105055463
Moral bargain hunters purchase moral righteousness when it is cheap: within-individual effect of stake size in economic games,ENG02617,"Yamagishi, Li, Matsumoto, & Kiyonari (2016)",ENG,,,10.1038/srep27824
In Search of Homo economicus,ENG02618,"Yamagishi, Li, Takagishi, Matsumoto & Kiyonari (2014)",ENG,,,10.1177/0956797614538065
Comparisons of Australians and Japanese on group-based cooperation,ENG02619,"Yamagishi, Makimura, Foddy, Matsuda, Kiyonari & Platow (2005)",ENG,,,10.1111/j.1467-839x.2005.00165.x
Response time in economic games reflects different types of decision conflict for prosocial and proself individuals,ENG02620,"Yamagishi, Matsumoto, Kiyonari, Takagishi, Li, Kanai, & Sakagami (2017)",ENG,,,10.1073/pnas.1608877114
Is behavioral pro-sociality game-specific? Pro-social preference and expectations of pro-sociality,ENG02621,"Yamagishi, Mifune, Li, Shinada, Hashimoto, Horita, Miura, Inukai, Tanida, Kiyonari, Takagishi & Simunovic (2013)",ENG,,,10.1016/j.obhdp.2012.06.002
Exchanges of group-based favours: Ingroup bias in the prisoner's dilemma game with minimal groups in Japan and New Zealand,ENG02622,"Yamagishi, Mifune, Liu & Pauling (2008)",ENG,,,10.1111/j.1467-839X.2008.00258.x
You can judge a book by its cover: Evidence that cheaters may look different from cooperators,ENG02623,"Yamagishi, Tanida, Mashima, Shomoma & Kanazawa  (2003) ",ENG,,,10.1016/S1090-5138(03)00035-7
The social exchange heuristic: Managing errors in social exchange,ENG02624,"Yamagishi, Terai, Kiyonari, Mifune & Kanazawa (2007)",ENG,,,10.1177/1043463107080449
Detecting motives for cooperation in public goods experiments,ENG02625,"Yamakawa, Okano, & Saijo (2016)",ENG,,,10.1007/s10683-015-9451-2
Sex differences in motive to avoid success on competitive or cooperative action,ENG02626,Yamauchi (1982a),ENG,,,10.2466/pr0.1982.50.1.55
Understanding cooperation in a single-trial Prisoner's dilemma game: Interactions among three conditions,ENG02627,"Yang, Li, & Zheng (2013)",ENG,,,10.2224/sbp.2013.41.5.721
"What promotes cooperation in single-trial Prisoner's Dilemma? The interaction between perceived control, reciprocity, and riskiness",ENG02628,"Yang, Oner-Ozkan & Zheng (2012)",ENG,,,NA
"Diverging Effects of Clean Versus Dirty Money on Attitudes, Values, and Interpersonal Behavior",ENG02629,"Yang, Wu, Zhou, Mead, Vohs & Baumeister (2013)",ENG,,,10.1037/a0030596
The Spreading of Social Energy: How Exposure to Positive and Negative Social News Affects Behavior,ENG02630,Yao & Yu (2016),ENG,,,10.1371/journal.pone.0156062
Contingencies of reinforcement in a five-person prisoner's dilemma,ENG02631,Yi & Rachlin (2004),ENG,,,10.1901/jeab.2004.82-161
The relationship between temporal discounting and the prisoner's dilemma game in intranasal abusers of prescription opioids,ENG02632,"Yi, Buchhalter, Gatchalian & Bickel (2007)",ENG,,,10.1016/j.drugalcdep.2006.07.007
Relationship between cooperation in an iterated prisoner's dilemma game and the discounting of hypothetical outcomes,ENG02633,"Yi, Johnson, & Bickel (2005)",ENG,,,10.3758/bf03192861
Auctioning a discrete public good under incomplete information,ENG02634,Yılmaz (2015),ENG,,,10.1007/s11238-014-9433-4
Powering up with indirect reciprocity in a large-scale field experiment,ENG02635,"Yoeli, Hoffman, Rand, & Nowak (2013)",ENG,,,10.1073/pnas.1301210110
Patterns of Threat and Punishment Reciprocity in a Conflict Setting,ENG02636,Youngs (1986),ENG,,,10.1037/0022-3514.51.3.541
Efficacy = Endowment x Efficiency: Revisiting Efficacy and Endowment Effects in a Public Goods Dilemma,ENG02637,"Yu, Au & Chan (2009)",ENG,,,10.1037/a0012879
"Cooperation, competition, and interpersonal attitudes in small groups",ENG02638,Zajonc & Marin (1967),ENG,,,10.3758/BF03328555
Cooperation is in our nature: Nature exposure may promote cooperative and environmentally sustainable behavior,ENG02639,"Zelenski, Dopko, & Capaldi (2015)",ENG,,,10.1016/j.jenvp.2015.01.005
The effects of heterogeneous interaction and risk attitude adaptation on the evolution of cooperation,ENG02640,"Zeng, Li, & Feng (2017)",ENG,,,10.1007/s00191-016-0489-x
Two sides of one coin: Honesty–humility and situational factors mutually shape social dilemma decision making,ENG02641,"Zettler, Hilbig & Heydasch (2013)",ENG,,,10.1016/j.jrp.2013.01.012
Opting out against defection leads to stable coexistence with cooperation,ENG02642,"Zhang, Fan, Li, Zheng, Bao, Cressman, & Tao (2016)",ENG,,,10.1038/srep35902
Cognitive Ability and Cooperation: Evidence from the Public Goods Experiments,ENG02643,"Zhang, Gao, & Fan (2015)",ENG,,,NA
Perspective-taking and depth of Theory-of-Mind reasoning in sequential move games,ENG02644,"Zhang, Hedden, & Chia (2012)",ENG,,,10.1111/j.1551-6709.2012.01238.x
The evolution of sanctioning institutions: an experimental approach to the social contract,ENG02645,"Zhang, Li, De Silva, Bednarik & Sigmund (2014)",ENG,,,10.1007/s10683-013-9367-7
Evolution of Interactions and Cooperation in the Spatial Prisoner's Dilemma Game,ENG02646,"Zhang, Zhang, Xie, Wang & Perc (2011)",ENG,,,10.1371/journal.pone.0026724
Effective Punishment Needs Legitimacy,ENG02647,Zheng & Nie (2013),ENG,,,10.1111/1475-4932.12073
Fear or greed? Oxytocin regulates inter-individual conflict by enhancing fear in men,ENG02648,"Zheng, Kendrick, & Yu (2016)",ENG,,,10.1016/j.yhbeh.2016.07.003
Perceived reputation of others modulates empathic neural responses,ENG02649,"Zheng, Wang, Cheng, Li, Yang, Sun, & ... Guo (2016)",ENG,,,10.1007/s00221-015-4434-2
Speaking the same language: The cooperative effects of labeling in the prisoner's dilemma,ENG02650,"Zhong, Loewenstein & Murnighan (2007)",ENG,,,10.1177/0022002707300834
Second-party and third-party punishment in a public goods experiment,ENG02651,"Zhou, Jiao, & Zhang (2017)",ENG,,,10.1080/13504851.2016.1161709
Can experimental measures of sensitivity to social pressure predict public good contribution?,ENG02652,Zizzo & Fleming (2011),ENG,,,10.2139/ssrn.1555706
"Perceived harmony, similarity and cooperation in 2×2 games: An experimental study",ENG02653,Zizzo & Tan (2007),ENG,,,10.1016/j.joep.2006.06.008
Producing public goods in networks: Some effects of social comparison and endogenous network change,ENG02654,Zschahe (2012),ENG,,,10.1016/j.socnet.2012.05.003
Effects of coalition in the symmetric three-person non-zero sum matrix game: Simulation analysis of the selection processes based upon the normative models of needs with reference to the martyr situation,ENG02655,Teraoka (1978),ENG,,,NA
Attributions of intention to a simulated partner in a mixed-motive game,ENG02656,"Eiser, Aiyeola, Bailey, & Gaskell (1973)",ENG,,,10.1111/j.2044-8260.1973.tb00064.x
Dominance-submissiveness and competition in a mixed-motive game,ENG02657,Sermat (1968),ENG,,,10.1111/j.2044-8260.1968.tb00539.x
Psychological games and sequential rationality,ENG02658,"Geanakoplos, Pearce, & Stacchetti (1989)",ENG,,,10.1016/0899-8256(89)90005-5
Experiments investigating cooperative types in humans: A complement to evolutionary theory and simulations,ENG02659,Kurzban & Houser (2005),ENG,,,10.1073/pnas.0408759102
Effects of fixed and alternated payoff inequity on dyadic competition,ENG02660,Mattews (1979),ENG,,,10.1007/BF03394621
Overvaluation of own group's product in intergroup competition,ENG02661,Blake & Mouton (1962),ENG,,,NA
Choice behavior in game playing situations as a function of amount and probability of reinforcement,ENG02662,Pyron (1964),ENG,,,10.1037/h0046324
920 Neural Correlates of Mentalizing and Uncertainty in Socially Anxious Adults,ENG02663,"Thompson, Tone, Turner, King, & Ahmadi (2017)",ENG,,,10.1016/j.biopsych.2017.02.646
The Effect of Positive Mood on Cooperation in Repeated Interaction,ENG02664,"Proto, Sgroi, & Nazneen (2017)",ENG,,,NA
Synchrony and Cooperation,ENG02665,Wiltermuth & Heath (2009),ENG,,,
Centralized and decentralized management of local common pool resources in the developing world: experimental evidence from fishing communities in Colombia,ENG02666,"Velez, Murphy, & Stranlund (2010)",ENG,,,10.1111/j.1465-7295.2008.00125.x
"Reciprocity, cohesiveness and cooperation in two-person games",ENG02667,Braver (1975),ENG,,,10.2466/pr0.1975.36.2.371
Exploring individuals' social value orientation and decisions in a Prisoner's Dilemma,ENG02668,"Lovejoy, Catellier, Evans, Lohiser, & Chiu (2013)",ENG,,,NA
Cooperation in asymmetric social dilemmas when equality is perceived as unfair,ENG02669,"Eek, Biel, & Garling (2001)",ENG,,,10.1111/j.1559-1816.2001.tb02060.x
Individual restraint and group efficiency in commons dilemmas: The effects of two types of environmental uncertainty,ENG02670,"Kotani, Managi & Tanaka (2008)",ENG,,,10.1111/j.1559-1816.1996.tb01121.x
Social uncertainty and interdependence: A study of resource allocation decisions in groups,ENG02671,Hine & Gifford (1996),ENG,,,10.1016/0749-5978(90)90027-7
Further investigations of framing effects on cooperative choices in a provision point mechanism,ENG02672,"Kotani, Managi & Tanaka (2008)",ENG,,,NA
Environmentalism as a trait: gauging people's prosocial personality in terms of environmental engagement,ENG02673,Kaiser & Byrka,ENG,,,10.1080/00207594.2010.516830
"Income inequality, reciprocity, and public good provision",ENG02674,"Hofmeyr, Burns & Visser (2007)",ENG,,,10.1111/j.1813-6982.2007.00127.x
Personality accounts for stable preferences and expectations across a range of simple games,ENG02675,"Brocklebank, Lewis & Bates (2011)",ENG,,,10.1016/j.paid.2011.07.007
Dispositional Greed,ENG02676,"Seuntjens, Zeelenberg, Van de Ven & Breugelmans (2015)",ENG,,,10.1037/pspp0000031
Organizational power: Should remuneration heterogeneity mirror hierarchy?,ENG02677,Otto & Bolle (2016b),ENG,,,10.1007/s10058-016-0189-x
Potential Pareto Public Goods,ENG02678,"Dekel, Fischer & Zultan (2017)",ENG,,,10.1016/j.jpubeco.2016.12.007
Cycles of conditional cooperation in a real-time voluntary contribution mechanism,ENG02679,Levati & Zultan (2011),ENG,,,10.3390/g2010586
On the potential for recognising of social interaction and social learning in modelling travellers’ change of behaviour under uncertainty,ENG02680,"Sunitiyoso, Avineri & Chatterjee (2011a)",ENG,,,10.1080/18128600903244776
The effect of social interactions on travel behaviour: an exploratory study using a laboratory experiment,ENG02681,"Sunitiyoso, Avineri & Chatterjee (2011b)",ENG,,,10.1016/j.tra.2011.01.005
Dynamic modelling of travellers’ social interactions and social learning,ENG02682,"Sunitiyoso, Avineri & Chatterjee (2013)",ENG,,,10.1016/j.jtrangeo.2013.05.012
Braess’ paradox in a generalised traffic network,ENG02683,Zverovich & Avineri (2015),ENG,,,10.1002/atr.1269
"Tip policy, visibility and quality of service in cafes",ENG02684,"Barkan, Erev, Zinger & Tzach (2004)",ENG,,,10.5367/0000000042430953
Collective Action in Two-Level Social Dilemmas: The Case of the Kibbutz,ENG02685,Barkan (1992),ENG,,,NA
Proud to cooperate: The consideration of pride promotes cooperation in a social dilemma,ENG02686,"Dorfman, Eyal & Bereby-Meyer (2014)",ENG,,,10.1016/j.jesp.2014.06.003
The conflicting choices of alternating selves,ENG02687,"LeBoeuf, Shafir, and Bayuk (2010)",ENG,,,10.1016/j.obhdp.2009.08.004
Reflexive intergroup bias in third-party punishment,ENG02688,"Yudkin, Rothmund, Twardawski, Thalla & van Bavel (2016)",ENG,,,0.1037/xge0000190
Short- and Long-Term Effects of Video Game Violence on Interpersonal Trust,ENG02689,"Rothmund, Gollwitzer, Bender & Klimmt (2015)",ENG,,,10.1080/15213269.2013.841526
Of Virtual Victims and Victimized Virtues: Differential Effects of Experienced Aggression in Video Games on Social Cooperation,ENG02690,"Rothmund, Gollwitzer & Klimmt (2011)",ENG,,,10.1177/0146167210391103
What Exactly Are Victim-Sensitive Persons Sensitive To?,ENG02691,Gollwitzer & Rothmund (2011),ENG,,,10.1016/j.jrp.2011.05.003
Beliefs and social behavior in a multi-period ultimatum game,ENG02692,"Azar, Lahav & Voslinsky (2015)",ENG,,,10.3389/fnbeh.2015.00029
The Influence of Feedback and Expert Status in Knowledge Sharing Dilemmas,ENG02693,Moser (2017),ENG,,,10.1111/apps.12105
Collaboration Time Influences Information-Sharing at Work,ENG02694,Moser & Kämmer (2018),ENG,,,10.1108/TPM-10-2016-0043
"Cooperation in intergroup, N-person and two-person games of chicken",ENG02695,"Borenstein, Budescu & Zamir (1997)",ENG,,,10.1177/0022002797041003003
Social dilemmas with uniformly distributed resources,ENG02696,"Rapoport, Budescu, Suleiman & Weg (1992)",ENG,,,NA
Positional order effects in resource dilemma games,ENG02697,"Suleiman, Budescu & Rapoport (1994)",ENG,,,10.1006/obhd.1995.1018
Testing the equilibrium solution for resource dilemmas under uncertainty,ENG02698,"Suleiman, Rapoport & Budescu (1998)",ENG,,,NA
Common pool resource dilemmas with incomplete information,ENG02699,Suleiman & Budescu (1999),ENG,,,NA
Sequential effects in give-some and take-some social dilemmas,ENG02700,Au & Budescu (1999),ENG,,,NA
What we know (and do not know) about the effects of uncertainty on behavior in social dilemmas,ENG02701,"Van Dijk, Wit, Wilke & Budescu (2004)",ENG,,,NA
Norms against voting for coerced reform,ENG02702,Baron & Jurney (1993),ENG,,,10.1037/0022-3514.64.3.347
Do no harm,ENG02703,Baron (1996),ENG,,,NA
Political action vs. voluntarism in social dilemmas and aid for the needy,ENG02704,Baron (1997b),ENG,,,10.1177/104346397009003003
The illusion of morality as self-interest: a reason to cooperate in social dilemmas,ENG02705,Baron (1997a),ENG,,,10.1111/j.1467-9280.1997.tb00448.x
